sample_id	ancestral_000	ancestral_001	ancestral_002	ancestral_003	ancestral_004	ancestral_005	ancestral_006	ancestral_007	ancestral_008	ancestral_009	ancestral_010	ancestral_011	ancestral_012	ancestral_013	ancestral_014	ancestral_015	ancestral_016	ancestral_017	ancestral_018	ancestral_019	ancestral_020	ancestral_021	ancestral_022	ancestral_023	ancestral_024	ancestral_025	ancestral_026	ancestral_027	ancestral_028	ancestral_029	ancestral_030	ancestral_031	ancestral_032	ancestral_033	ancestral_034	ancestral_035	ancestral_036	ancestral_037	ancestral_038	ancestral_039	ancestral_040	ancestral_041	ancestral_042	ancestral_043	ancestral_044	ancestral_045	ancestral_046	ancestral_047	ancestral_048	ancestral_049	ancestral_050	ancestral_051	ancestral_052	ancestral_053	ancestral_054	ancestral_055	ancestral_056	ancestral_057	ancestral_058	ancestral_059	ancestral_060	ancestral_061	ancestral_062	ancestral_063	ancestral_064	ancestral_065	ancestral_066	ancestral_067	ancestral_068	ancestral_069	ancestral_070	ancestral_071	ancestral_072	ancestral_073	ancestral_074	ancestral_075	ancestral_076	ancestral_077	ancestral_078	ancestral_079	ancestral_080	ancestral_081	ancestral_082	ancestral_083	ancestral_084	ancestral_085	ancestral_086	ancestral_087	ancestral_088	ancestral_089	ancestral_090	ancestral_091	ancestral_092	ancestral_093	ancestral_094	ancestral_095	ancestral_096	ancestral_097	ancestral_098	ancestral_099
wave1_h_alpha_u__c0038__sb0008__g100	0.009037191	0.005349531	0.000278588	0.000269178	0.0092828	0.02335403	0.01880445	0.020821258	0.001952177	0.002236082	0.049378499	0.000827254	0.00481918	0.000838499	0.000847699	0.001103782	0.001142687	0.012662635	0.000283057	0.000298558	0.009262141	0.042597933	0.001951435	0.019370801	0.000572232	0.000285267	0.002269758	0.002259689	0.000841046	0.000841185	0.051912184	0.003444398	0.003644509	0.003696287	0.000826233	0.002839329	0.006443316	0.000560715	0.01070071	0.000281312	0.000296888	0.001141921	0.000271385	0.04346813	0.001111061	0.0002804	0.000278778	0.00028068	0.005040338	0.00055737	0.086657438	0.000297798	0.00111061	0.001976368	0.000288706	0.065252058	0.000556911	0.0064716	0.011013768	0.043399195	0.000272833	0.000552273	0.003641189	0.001410466	0.064310481	0.000580041	0.006770415	0.009572177	0.002549348	0.000857244	0.034609109	0.007626488	0.002795355	0.003092566	0.000276159	0.000284572	0.000281656	0.000569355	0.00201187	0.016412247	0.093321956	0.002261925	0.000540169	0.000849904	0.013264013	0.006995493	0.004012747	0.005038139	0.068583021	0.000554488	0.001131593	0.007837557	0.006182432	0.003095403	0.005884617	0.004242704	0.003642112	0.000833123	0.014750413	0.000563329
wave1_h_alpha_u__c0038__sb0009__g100	0.009040631	0.005316332	0.000284168	0.000285682	0.009264633	0.023275347	0.018782779	0.020777419	0.001951998	0.002227095	0.049574219	0.000840085	0.004806017	0.000834127	0.000856327	0.001129574	0.001129819	0.012630811	0.000277138	0.00028453	0.009304231	0.042522557	0.001959507	0.019470779	0.000565812	0.000288868	0.002249438	0.002255292	0.000879723	0.000852754	0.051826956	0.003390631	0.003683115	0.003646852	0.000820035	0.002814727	0.006421372	0.000554772	0.010710301	0.00027079	0.000286332	0.001147958	0.000284734	0.043411801	0.001130921	0.000280955	0.000285664	0.000282893	0.005006548	0.000579449	0.086242244	0.000272354	0.001119983	0.001968631	0.000279685	0.065431839	0.000555102	0.00643914	0.010975854	0.043244609	0.000273881	0.000564997	0.003705502	0.001422681	0.064556038	0.000567119	0.006745891	0.00963583	0.002530956	0.000856888	0.034708354	0.007570792	0.002780348	0.003091525	0.000272491	0.000278927	0.000279752	0.000555162	0.00197501	0.016302616	0.093635515	0.002237398	0.000566495	0.000831786	0.013148219	0.006994543	0.003984991	0.005080775	0.068861697	0.000569913	0.001116742	0.007822103	0.006249742	0.003110845	0.005926893	0.004221966	0.003644843	0.000852943	0.014614699	0.000569193
wave1_h_alpha_u__c0038__sb0010__g100	0.00900959	0.005367407	0.000270482	0.000280284	0.009333023	0.02332865	0.018903211	0.020863706	0.001995692	0.002229969	0.049680109	0.00084025	0.004762438	0.000833077	0.000858553	0.001114335	0.001122069	0.012615051	0.000280309	0.000279405	0.009329431	0.042646618	0.001987339	0.019380132	0.000580069	0.000279268	0.002252041	0.002221248	0.000840881	0.000837284	0.051794743	0.003362331	0.003663122	0.003693556	0.000872469	0.002846768	0.006514317	0.000557979	0.01070058	0.000286907	0.000271159	0.001125062	0.000272705	0.043586206	0.001106215	0.000271122	0.000270016	0.000284997	0.005076247	0.000555267	0.086511814	0.000284249	0.001123377	0.001975897	0.000278443	0.065311344	0.000556054	0.006470985	0.010951645	0.043377697	0.000275819	0.000567146	0.003660293	0.001375349	0.064492721	0.000555815	0.006791622	0.009625137	0.002505596	0.000837571	0.034536096	0.007641973	0.002796637	0.003105227	0.000302342	0.00027249	0.00028267	0.000542228	0.002011418	0.016277006	0.093168793	0.002296305	0.000589081	0.000841186	0.013204073	0.007077904	0.003914329	0.005022834	0.068542955	0.000558474	0.001115312	0.007943642	0.006178859	0.003064149	0.005898474	0.004232319	0.003663958	0.000831513	0.014553763	0.000571727
wave1_h_alpha_u__c0038__sb0011__g100	0.009005225	0.005407964	0.000283003	0.000287145	0.009263507	0.023315257	0.018829243	0.020776655	0.001973132	0.002295939	0.049590355	0.000817163	0.004819017	0.00083077	0.000844148	0.001136044	0.001113846	0.012593724	0.000271074	0.000285107	0.00928582	0.042387483	0.001981218	0.019454309	0.000562544	0.000273462	0.002239425	0.00224206	0.000846187	0.000829388	0.051882456	0.003381474	0.003666181	0.003658515	0.00083841	0.002798983	0.006453163	0.000555106	0.010672915	0.000280523	0.000303501	0.001131768	0.000292748	0.043792374	0.001102527	0.000280886	0.000285753	0.000271135	0.005031832	0.000566979	0.086324773	0.000287452	0.001132381	0.001965114	0.000287126	0.065340471	0.00055498	0.006414139	0.011057918	0.043289267	0.000281441	0.000570935	0.003667653	0.001400533	0.064495929	0.000573501	0.006784098	0.009558706	0.002517258	0.000856079	0.034418101	0.007545496	0.002812896	0.003099709	0.000276357	0.000279058	0.000282236	0.000559707	0.001995123	0.016201376	0.093679615	0.002250215	0.000558169	0.000863579	0.01332352	0.007021392	0.003908075	0.005103241	0.068680988	0.000549613	0.001124156	0.007842997	0.006187358	0.00313953	0.0058872	0.004182536	0.003681987	0.000847034	0.014693847	0.000557692
wave1_h_alpha_u__c0038__sb0012__g100	0.009020343	0.005327415	0.000280124	0.000276576	0.009327165	0.023242073	0.018851748	0.020841423	0.001969367	0.002267973	0.049534463	0.000838192	0.004794349	0.000826702	0.000836774	0.001135857	0.00115118	0.01276076	0.000278522	0.000290684	0.009261676	0.042303529	0.00198129	0.019442874	0.000552066	0.000275727	0.002251182	0.002272505	0.000840772	0.000858879	0.051704712	0.00338927	0.003631304	0.003656862	0.000865246	0.002806264	0.0064396	0.000569082	0.010667829	0.000280922	0.000273954	0.00115041	0.000286627	0.043575084	0.001116266	0.000276018	0.000275342	0.000290112	0.00508134	0.00055405	0.086269576	0.000268881	0.001116354	0.001936901	0.000284782	0.065329917	0.000544296	0.006462715	0.011059832	0.043356201	0.000276512	0.000557212	0.003672495	0.00141934	0.064461559	0.000559671	0.006761167	0.009536409	0.002499498	0.000844938	0.034683942	0.00761091	0.002818872	0.003095173	0.000289263	0.000296282	0.00029086	0.00055757	0.001993636	0.016491612	0.093741863	0.002253034	0.000561075	0.000832048	0.013287461	0.006967789	0.003907998	0.005076249	0.06865048	0.000558695	0.001101012	0.007823313	0.006206895	0.00309768	0.005884588	0.004204148	0.003653387	0.000827528	0.014675527	0.00056037
wave1_h_alpha_u__c0039__sb0001__g100	0.009129308	0.005012575	0.000216162	0.000315266	0.010034387	0.024794726	0.018394503	0.021230191	0.001894327	0.001939984	0.051431919	0.000685301	0.00441226	0.000814766	0.000733098	0.001303301	0.001042698	0.012050477	0.000280305	0.000205062	0.009701777	0.042494116	0.001952118	0.019208163	0.000550061	0.00026775	0.002319134	0.002169474	0.000932147	0.000854945	0.051024091	0.00317038	0.003859455	0.003482573	0.000904265	0.002659514	0.006485218	0.00045734	0.010965632	0.00030364	0.000192476	0.001207118	0.000322487	0.043795178	0.00127813	0.000266066	0.000335031	0.000218151	0.004470377	0.000523778	0.08652812	0.000240551	0.001101949	0.002055118	0.000225869	0.064996237	0.000575535	0.006943476	0.010689451	0.043718058	0.000212104	0.000403978	0.003757986	0.001456746	0.066786826	0.000648723	0.007184836	0.008509227	0.002528078	0.000795274	0.033337737	0.007694421	0.003264433	0.002976229	0.00041206	0.000234189	0.000432952	0.000665939	0.00195852	0.015398766	0.093989349	0.002375136	0.000590168	0.000796054	0.01277931	0.007263513	0.004151395	0.005127205	0.067696918	0.000550467	0.001132307	0.007729383	0.005934605	0.002828051	0.005971272	0.003949341	0.003611536	0.000687917	0.014291548	0.000519936
wave1_h_alpha_u__c0039__sb0002__g100	0.00921868	0.005338794	0.000346031	0.000343712	0.008799851	0.023454175	0.01895005	0.022151309	0.001943411	0.00197372	0.050749143	0.000798493	0.004617221	0.000838477	0.000938864	0.001130813	0.000995271	0.012625936	0.000258015	0.000158983	0.009435448	0.041928087	0.001957212	0.019334036	0.000495282	0.000291746	0.0023785	0.00186369	0.000759586	0.000720165	0.051492372	0.002988307	0.003557395	0.003890595	0.000692174	0.002770658	0.006657049	0.000606098	0.010336404	0.000233075	0.00024771	0.001250951	0.000441625	0.04441274	0.000952332	0.000430173	0.000367876	0.00027288	0.004626305	0.000588079	0.087457066	0.000319027	0.001341387	0.001693987	0.000193155	0.064490293	0.000669372	0.006537578	0.011428151	0.04431944	0.000272058	0.00041542	0.003988547	0.001577247	0.064879619	0.000450281	0.006563188	0.009146686	0.002878623	0.000899621	0.034071819	0.007799978	0.002969378	0.003033703	0.00028883	0.000234773	0.000367783	0.000608488	0.002024427	0.016688401	0.092345368	0.002224107	0.000598303	0.000777252	0.01409463	0.00683777	0.003148394	0.005515282	0.067096718	0.000591615	0.000867636	0.008183781	0.005881945	0.003083172	0.005679366	0.004276743	0.003456489	0.000920504	0.014658465	0.000544635
wave1_h_alpha_u__c0039__sb0003__g100	0.00901928	0.005203912	0.000210444	0.000296344	0.00964709	0.023865868	0.018946571	0.022458542	0.002153772	0.002219594	0.048710443	0.000748081	0.00523495	0.000721379	0.000951959	0.001016512	0.001059005	0.012314577	0.000191395	0.000573934	0.009099017	0.042601392	0.002187551	0.019570012	0.000597103	0.000186282	0.002284309	0.002199636	0.00080655	0.000823623	0.052322179	0.003414067	0.003972226	0.003600527	0.000980595	0.003145057	0.006337447	0.000410504	0.010790399	0.000389212	0.000435747	0.001086731	0.000288754	0.042650122	0.000986815	0.000238777	0.000208822	0.000239986	0.00557926	0.000582501	0.086252562	0.000225702	0.001062135	0.001903919	0.000325132	0.064895499	0.000546948	0.006501276	0.01062856	0.042912975	0.00026391	0.000585189	0.003706177	0.001758195	0.064752539	0.00048127	0.006762495	0.010335041	0.002281616	0.000718946	0.036324596	0.006886009	0.002498499	0.003319176	0.000224605	0.000313462	0.00034465	0.00054902	0.001970954	0.016304874	0.09176009	0.002047124	0.000576897	0.000751231	0.012964276	0.007034531	0.003774959	0.00496915	0.06742894	0.00046551	0.000967338	0.007993068	0.006240617	0.003153196	0.00642396	0.004510736	0.003374351	0.000936886	0.014901943	0.000530411
wave1_h_alpha_u__c0039__sb0004__g100	0.00910465	0.005969024	0.000278976	0.000303582	0.008916508	0.023571244	0.019585842	0.020731526	0.001959207	0.002382569	0.051366904	0.000648278	0.005448971	0.000825545	0.000918804	0.001085058	0.000945074	0.012526133	0.000289215	0.000348632	0.009114427	0.043759765	0.002037505	0.019374007	0.000362046	0.000161132	0.001996635	0.00224915	0.000949316	0.000768947	0.051700117	0.003100838	0.003436072	0.003541217	0.000876073	0.002499454	0.006326844	0.00051992	0.010671235	0.00021507	0.000191239	0.000903792	0.000161127	0.044588101	0.001203623	0.000299316	0.000202178	0.000405612	0.005035169	0.000687623	0.086002478	0.000218291	0.000863946	0.001954161	0.000208817	0.064979201	0.000445432	0.006250608	0.011916469	0.041476531	0.000276659	0.000554036	0.003723799	0.001465153	0.062491172	0.000545515	0.006480849	0.00937323	0.002698403	0.000650997	0.033565373	0.008720306	0.002704818	0.002715804	0.000277068	0.000241737	0.000259767	0.000563697	0.001573297	0.017352628	0.093688	0.00212859	0.000727894	0.000820353	0.014336148	0.007536821	0.003662614	0.005269656	0.067443924	0.000513631	0.001007806	0.008397658	0.005978597	0.003021689	0.005899615	0.004318489	0.003564407	0.000995519	0.015164546	0.000430509
wave1_h_alpha_u__c0039__sb0005__g100	0.008997965	0.005411634	0.000216008	0.000315607	0.009435711	0.025678735	0.018988018	0.021096525	0.002501208	0.002497653	0.049614784	0.001182183	0.004791219	0.000708196	0.001140399	0.001167054	0.001293092	0.012041264	0.000262587	0.000271164	0.009131844	0.041966964	0.0023381	0.01927125	0.000523412	0.000163845	0.002120932	0.00252793	0.000941292	0.00094011	0.05060312	0.003416802	0.00355391	0.004341358	0.000799536	0.002827665	0.006448439	0.000458048	0.010223587	0.000353187	0.000367261	0.001232663	0.000221355	0.042469765	0.001150614	0.000305157	0.000286201	0.000231634	0.005096188	0.000463151	0.084478017	0.000280437	0.001087893	0.002124516	0.000330962	0.065022938	0.000569523	0.006951834	0.011191913	0.04456082	0.000269251	0.000673406	0.003324965	0.001690512	0.06496797	0.000605365	0.006675623	0.009746889	0.002146483	0.000816894	0.034835805	0.00758688	0.002617921	0.00343589	0.000307054	0.000259937	0.000340687	0.000528045	0.001992004	0.016003405	0.094628988	0.002080655	0.000620263	0.000811078	0.013316487	0.006610113	0.00367195	0.005526504	0.066200688	0.000458531	0.00129799	0.00790475	0.006246346	0.002982531	0.005616572	0.004601006	0.004124974	0.000740597	0.014287917	0.000461895
wave1_h_alpha_u__c0039__sb0006__g100	0.009303373	0.005985494	0.000269517	0.000350097	0.009607287	0.022534839	0.01908241	0.021013965	0.001540838	0.002188996	0.04869139	0.000844753	0.005298097	0.000938668	0.000723693	0.001232087	0.00117062	0.011921348	0.000272131	0.000360875	0.009032699	0.043258375	0.002512556	0.018633252	0.000499718	0.000426988	0.002069726	0.002080519	0.000988529	0.000800563	0.053759711	0.003476052	0.003955276	0.004285967	0.000789846	0.002523365	0.005928696	0.000431655	0.01061535	0.000308983	0.000334905	0.001345836	0.000433474	0.044921852	0.001142065	0.000259624	0.000266261	0.000386967	0.005155209	0.000439395	0.08642393	0.000273616	0.001161703	0.002061292	0.000236182	0.064647939	0.000411677	0.006136522	0.012252132	0.041944493	0.000175545	0.000688457	0.00368547	0.001345433	0.06308025	0.000683836	0.006536004	0.009272975	0.002538785	0.000998688	0.034998069	0.007678404	0.002743482	0.003016919	0.000269885	0.000249441	0.000265448	0.000514033	0.002029936	0.016499401	0.093638331	0.002326225	0.000517026	0.000934835	0.013731023	0.007015778	0.00473957	0.004974772	0.068029889	0.000596103	0.001103447	0.007464683	0.005985003	0.003496508	0.005848651	0.003873989	0.003509565	0.000678597	0.013802129	0.000520037
wave1_h_alpha_u__c0039__sb0007__g100	0.009338187	0.005350904	0.00030647	0.000253016	0.009011838	0.02365305	0.018378371	0.020906567	0.002205781	0.002221238	0.049479747	0.000799901	0.004414553	0.000876106	0.000805565	0.001236234	0.000945144	0.012685492	0.000215956	0.000353522	0.00905031	0.041621628	0.001951424	0.019444853	0.000498867	0.000230633	0.002112876	0.002174263	0.000859753	0.000627384	0.049865851	0.003240467	0.003567429	0.003167333	0.000934963	0.002683712	0.006073497	0.000545942	0.011116925	0.000292875	0.0003996	0.001055096	0.000283855	0.043756528	0.001164032	0.000285225	0.000227024	0.000277361	0.005221528	0.00060392	0.088000114	0.000256621	0.000994768	0.001972899	0.000168491	0.067939961	0.000503967	0.007203622	0.011127596	0.043656957	0.00025493	0.000736811	0.003692897	0.001280687	0.063808198	0.000479619	0.006663437	0.009553393	0.002808477	0.00096991	0.035207294	0.007105208	0.002796964	0.003026399	0.000187515	0.000291427	0.000268943	0.000513397	0.001744902	0.016366915	0.093649961	0.002138575	0.000720278	0.000684517	0.013558848	0.006773562	0.003716741	0.005107725	0.067741375	0.00051932	0.001046582	0.008029111	0.005905752	0.003076491	0.005909713	0.004857245	0.003397811	0.000681655	0.015460921	0.000668702
wave1_h_alpha_u__c0039__sb0008__g100	0.008986402	0.005440926	0.000223742	0.000196096	0.009573917	0.022606231	0.019040833	0.021274456	0.001952616	0.002165491	0.048146545	0.001010197	0.004983704	0.000609524	0.000750806	0.001204323	0.001032119	0.01253988	0.00018893	0.00025879	0.00896456	0.043039509	0.002110206	0.019802619	0.000556274	0.00026614	0.002341164	0.002509448	0.000847129	0.000984104	0.053965627	0.003804459	0.004037149	0.004284725	0.000807055	0.002721988	0.005885597	0.000467808	0.011092527	0.000235939	0.000370862	0.001223038	0.000242655	0.04302969	0.00095816	0.000245324	0.000225266	0.000307125	0.005234774	0.000368597	0.088832418	0.000303257	0.001408787	0.002221157	0.000177898	0.063503238	0.000661746	0.006386014	0.010498482	0.043229548	0.000377842	0.000517776	0.003766254	0.001388665	0.062624535	0.000465845	0.006997762	0.009222435	0.002189544	0.000881856	0.035131035	0.00782452	0.002526249	0.003417809	0.000322526	0.000280766	0.000261126	0.00101057	0.001988039	0.017045272	0.09430521	0.001987383	0.000527795	0.000625334	0.012718124	0.007746456	0.004274278	0.004960634	0.066660391	0.000614839	0.001144815	0.007564116	0.005826677	0.002946563	0.005519669	0.004306544	0.003537505	0.000721424	0.014870489	0.000563737
wave1_h_alpha_u__c0039__sb0009__g100	0.009293128	0.004803994	0.00027672	0.000348108	0.009390277	0.023060964	0.018043397	0.021431698	0.001829904	0.002086479	0.049274252	0.000914542	0.004634659	0.000813346	0.000895804	0.001217301	0.001296304	0.012729848	0.000295713	0.000239433	0.009672551	0.043475995	0.002146437	0.019834926	0.000655283	0.000238295	0.002457949	0.002538148	0.000672917	0.000767727	0.049635819	0.003515041	0.003807863	0.003851218	0.000841702	0.003298165	0.006287374	0.000498349	0.011330885	0.000318708	0.000204675	0.001022411	0.0002213	0.042753161	0.001330778	0.000227295	0.000368057	0.000221052	0.004642508	0.000458616	0.086118411	0.000191885	0.001127828	0.00148292	0.000230957	0.066164598	0.000531769	0.006250866	0.011141124	0.043567798	0.000285984	0.000592325	0.004635903	0.001355174	0.063477875	0.000392552	0.007070329	0.009779594	0.002693517	0.000932068	0.034677853	0.007675039	0.002861087	0.003149076	0.000263729	0.0002469	0.00029284	0.000843556	0.001869144	0.015593171	0.094943438	0.002180433	0.000457648	0.000855137	0.012637933	0.007368036	0.003946094	0.004778679	0.068936026	0.000452402	0.000928162	0.007631456	0.006100326	0.002877549	0.006021569	0.003921569	0.003755168	0.001184077	0.014798125	0.000559225
wave1_h_alpha_u__c0039__sb0010__g100	0.008744725	0.005653073	0.000226623	0.000253304	0.010025554	0.022896888	0.018866658	0.02055476	0.002025824	0.002238587	0.049734701	0.000794731	0.004281544	0.000727483	0.000873809	0.001291641	0.001047751	0.012245419	0.000206384	0.000268633	0.009730938	0.04198646	0.002180241	0.019092113	0.000561298	0.000311883	0.002273691	0.002211723	0.000986081	0.000922614	0.0505508	0.003044616	0.003384563	0.004135762	0.000827202	0.002937628	0.007044237	0.000481208	0.010498389	0.000234624	0.000270631	0.001074714	0.000242056	0.044812017	0.001018274	0.000314036	0.000282931	0.000309532	0.00523249	0.000723202	0.086160787	0.00029558	0.001216875	0.001789561	0.000299832	0.066637638	0.000406839	0.006713728	0.01079203	0.043188378	0.0001789	0.000692512	0.003714282	0.001186311	0.065221299	0.000407086	0.007005779	0.00913033	0.002346364	0.000844634	0.035175498	0.007914988	0.002665138	0.003148534	0.000409623	0.000276776	0.000329497	0.000507237	0.001847937	0.015957371	0.092469606	0.002330062	0.0005502	0.000994566	0.013673017	0.007000158	0.003566847	0.004508662	0.068942688	0.000528201	0.001037115	0.008807517	0.006540078	0.002865998	0.005946264	0.004645914	0.003666748	0.000855922	0.013348504	0.000626543
wave1_h_alpha_u__c0039__sb0011__g100	0.009142639	0.006026136	0.000257342	0.000240924	0.008817822	0.023046026	0.018630992	0.020829374	0.001838933	0.002547905	0.050364694	0.000892031	0.005092705	0.001004178	0.000672523	0.001213046	0.000999129	0.011838266	0.000197178	0.000268512	0.008910595	0.04083938	0.001664236	0.019318127	0.000463758	0.000360066	0.001916035	0.001910278	0.000955578	0.000729035	0.051881564	0.003349934	0.003450803	0.003827838	0.000955542	0.002873068	0.006621068	0.000455112	0.010480156	0.000435802	0.000240706	0.001028138	0.000194299	0.045313789	0.001220641	0.000248516	0.000296034	0.00030209	0.005660492	0.000383438	0.086499687	0.000192592	0.000960287	0.001927998	0.000159055	0.065428048	0.000464463	0.005754055	0.011420677	0.043633039	0.000381264	0.000427033	0.003800721	0.001558037	0.064466192	0.000517964	0.006982268	0.010062002	0.002712415	0.001024042	0.032832509	0.007002269	0.003098033	0.003234059	0.000227513	0.000314834	0.000201623	0.000522126	0.002010455	0.016059991	0.096949319	0.002444305	0.000507158	0.000668664	0.013221346	0.00699337	0.004108614	0.005253415	0.068032062	0.000518588	0.000898194	0.007552214	0.006106771	0.002909264	0.005813827	0.004090896	0.00358946	0.000956496	0.014787589	0.000516724
wave1_h_alpha_u__c0039__sb0012__g100	0.009108426	0.005119655	0.000202657	0.000266225	0.009485444	0.022090177	0.02018104	0.020918444	0.001910724	0.002379367	0.050653405	0.001072083	0.005381429	0.000806597	0.000679523	0.000960047	0.000996142	0.012720262	0.000367334	0.00023765	0.009324003	0.04127415	0.001867172	0.019805421	0.000381867	0.000444501	0.002030944	0.00280665	0.000984958	0.000742178	0.052770956	0.003541539	0.003792357	0.003560555	0.000931693	0.002963091	0.006196229	0.000492243	0.010620279	0.000260597	0.000270522	0.001043051	0.000205067	0.042233727	0.001026233	0.000503394	0.000285238	0.000288491	0.004573719	0.000453263	0.08314831	0.000238849	0.000993344	0.002071765	0.000283737	0.066436381	0.000714365	0.005887624	0.011472826	0.04416485	0.000199073	0.000640363	0.003201489	0.00147161	0.064178726	0.000384688	0.007288331	0.00886103	0.002392823	0.000823218	0.03448273	0.007512959	0.002646426	0.002860279	0.000297281	0.00040652	0.000215943	0.000517713	0.001798995	0.016761129	0.096742658	0.002486004	0.000382556	0.000663172	0.013951156	0.006507739	0.00366929	0.004686672	0.068828405	0.00072143	0.001049139	0.00740079	0.006543399	0.002982305	0.005441226	0.004237821	0.003559212	0.000769931	0.015178573	0.000634426
wave1_h_alpha_u__c0040__sb0001__g100	0.008727515	0.005148448	0.000184325	0.000398595	0.009707965	0.024035739	0.019421331	0.021239214	0.001823643	0.00224333	0.049219803	0.000784169	0.004826484	0.000977356	0.000813548	0.001309706	0.001459695	0.012836449	0.00019451	0.000219498	0.009569497	0.042741458	0.002070481	0.019988389	0.000444156	0.000229253	0.002271533	0.002283278	0.000756358	0.001034226	0.051582931	0.003687706	0.003734245	0.003608663	0.00085441	0.002519748	0.006529343	0.000570004	0.01056137	0.000286701	0.000177209	0.001231063	0.000262326	0.042444729	0.001052165	0.000179665	0.000326169	0.000275043	0.005312226	0.000711524	0.087244141	0.000170522	0.00121747	0.001944989	0.000235036	0.065219527	0.00045097	0.006449757	0.010793362	0.043199943	0.000179344	0.000621317	0.0036016	0.001255615	0.064729937	0.000660323	0.006910808	0.008565832	0.002188107	0.000908924	0.03284133	0.008046366	0.002468349	0.00322083	0.000250445	0.000246877	0.000316558	0.00055103	0.001995213	0.015939656	0.09369365	0.002328895	0.000603474	0.000732819	0.013032004	0.007230148	0.004111821	0.005270807	0.069082239	0.000503274	0.001089062	0.007643613	0.006731487	0.002737417	0.005909265	0.004430178	0.00341736	0.000780514	0.014770707	0.000609896
wave1_h_alpha_u__c0040__sb0002__g100	0.008266082	0.00593939	0.00027356	0.00041799	0.009403534	0.023294482	0.017946143	0.021579641	0.002247481	0.002072806	0.050321622	0.001019348	0.004958885	0.000811036	0.000967041	0.000874613	0.001027124	0.012232203	0.000254149	0.000280791	0.009847516	0.042590577	0.002005109	0.019532718	0.000538028	0.00029978	0.002451472	0.00212656	0.000750571	0.00080035	0.052350369	0.003348053	0.003220257	0.004027315	0.000905982	0.002817857	0.006741071	0.000560448	0.010811262	0.000416569	0.000386051	0.001065643	0.000411599	0.04483968	0.000985642	0.000256707	0.00019433	0.000245069	0.005010806	0.000473685	0.087548895	0.000326584	0.000963338	0.002142406	0.000324271	0.064731769	0.000680553	0.006609026	0.010901422	0.042372685	0.000271873	0.000481402	0.003310855	0.001514359	0.064552963	0.000486272	0.00599336	0.010032493	0.002236367	0.000831743	0.034324078	0.007754103	0.002970769	0.002573126	0.000381166	0.000200916	0.000254894	0.000611065	0.002201721	0.015640458	0.093607164	0.002374492	0.000501221	0.000657367	0.014048919	0.006580588	0.0039058	0.004751464	0.068174823	0.000559501	0.000979057	0.007110944	0.006304856	0.003077689	0.006000229	0.00439084	0.003302276	0.000811447	0.014983723	0.000453671
wave1_h_alpha_u__c0040__sb0003__g100	0.009563628	0.006134343	0.000183478	0.000469407	0.009820232	0.023902665	0.01899398	0.021165405	0.002017288	0.00198468	0.049973907	0.000665194	0.005471345	0.00082966	0.000705991	0.001060304	0.001152694	0.012699844	0.000213686	0.000339166	0.009257074	0.042957189	0.001892017	0.019576163	0.000519336	0.00026174	0.00211605	0.0018151	0.000948304	0.000925566	0.051565539	0.003128789	0.003953057	0.003866079	0.000793651	0.002524589	0.006995505	0.000657669	0.010801706	0.000345963	0.000169605	0.001113873	0.000254511	0.041861427	0.001115131	0.00052794	0.000217866	0.000233519	0.005289914	0.000506818	0.086009337	0.000376605	0.001357193	0.002101173	0.000222885	0.064365458	0.000609384	0.006142767	0.011265959	0.043512956	0.000194798	0.000477871	0.003919293	0.001452259	0.063042207	0.000513344	0.006810172	0.010457567	0.002325076	0.000698461	0.034011627	0.007354652	0.00234679	0.00299269	0.000283177	0.000192354	0.00040149	0.000464796	0.001961699	0.01634445	0.092823428	0.002646271	0.000732389	0.000735524	0.012669798	0.007226532	0.00386445	0.005300577	0.06921702	0.000591955	0.00118128	0.008201508	0.00555344	0.003340374	0.00558926	0.004562519	0.003661734	0.000893375	0.014968555	0.000492934
wave1_h_alpha_u__c0040__sb0004__g100	0.008947638	0.005668722	0.000211403	0.000237093	0.009257837	0.023125219	0.01913111	0.02111389	0.002086864	0.00220682	0.050428168	0.000904192	0.004458188	0.000793905	0.000925429	0.001201057	0.001200684	0.01259574	0.000442473	0.000275665	0.008959531	0.04414703	0.00222214	0.018732401	0.000492875	0.000162454	0.002163155	0.002370058	0.000736249	0.000841228	0.050935439	0.003683275	0.003458729	0.0037919	0.001016693	0.002788248	0.006339275	0.000483106	0.011203153	0.000309147	0.000251385	0.001200902	0.000420453	0.043856344	0.001173098	0.00023458	0.000213425	0.000313116	0.004885885	0.000607749	0.085459712	0.0003106	0.001204485	0.001651403	0.000203421	0.065216878	0.000471328	0.00607574	0.011508489	0.041804131	0.000186018	0.000384155	0.004015278	0.001634268	0.064776076	0.000787951	0.006919278	0.008579094	0.002639614	0.000801559	0.033539761	0.007343393	0.003004098	0.002799786	0.000255615	0.000193009	0.00017438	0.000557513	0.00158927	0.016678845	0.094531434	0.002149104	0.00047201	0.0009451	0.015087381	0.007223137	0.003694782	0.004566927	0.069799924	0.000542511	0.001206284	0.007985415	0.005935935	0.002855263	0.005923345	0.003954716	0.003086263	0.000868938	0.014738714	0.000462549
